"year","Area","N","n","var_all_kg","se_all_kg","var_tau_lrg_kg","se_lrg_kg"
2011,"3",132,10,0.162656969640903,0.0351034153609993,4.74480655012904,0.0165019521727721
2012,"1",132,12,1.9891284279607,0.12275648560169,5.62190493151378,0.0179625428607288
2012,"2",129,15,0.505491864476807,0.0625982554476683,21.7844020238586,0.0361812120415126
2012,"3",131,23,0.314131967006198,0.048968907958134,12.7140894976607,0.0272189480340825
2013,"1",130,12,0.907452248360744,0.0835487995752618,8.13790904665769,0.0219438620047586
2013,"2",131,12,0.673988149352213,0.0717282908271117,14.0521740830623,0.0286154424293316
2013,"3",131,12,0.417106673614184,0.05642712476521,5.20195157351445,0.0174105245866952
2014,"1",131,12,0.871910405167352,0.0815831147946565,10.4704048898579,0.0247007671921543
2014,"2",131,12,0.702093752201997,0.0732085670643695,54.8769959518596,0.0565488619390434
2014,"3",131,12,0.282970881972989,0.0464766938206247,3.7015837213005,0.0146866414570543
2015,"1",132,12,0.650197362942401,0.0701835992098474,24.5205632462315,0.0375138199559238
2015,"2",131,12,0.40153349383441,0.0553637171287159,26.5741658780504,0.0393512493450098
2015,"3",132,12,0.0776273883876937,0.0242504902149286,1.11437881103346,0.00799728349709813
2016,"1",120,24,1.96951482240896,0.128111761833466,24.802075670223,0.0415014019761707
2016,"2",119,24,1.17810216493377,0.0994988351324816,55.8304686576509,0.0627897386417447
2016,"3",120,24,0.475713697478992,0.0629625349896661,9.55727869828445,0.0257623739124151
2017,"1",120,24,1.96241663165266,0.127880694127139,78.3453722248033,0.0737607676813676
2017,"2",119,23,2.32960472867113,0.139916083153323,258.723058723507,0.135166978918909
2017,"3",120,23,0.973421400560224,0.0900657815414297,36.777964883116,0.0505373657713308
